colecc,linea,estilo,mater,color,descrip,habilitado
OTIN12,ABY 2,13681,CM,NE,13681 CAMALEON NEGRO,T
OTIN12,ABY 2,13681,GA,CC,13681 GAMUZA CHOCOLATE,T
OTIN12,ABY 2,13681,GA,NE,13681 GAMUZA NEGRO,T
OTIN12,ABY 2,13681,GA,VI,13681 GAMUZA VINO,T
OTIN13,GELLY USA,P5016,PI,TU,P5016 PIEL TAUPE,T
OTIN13,GELLY USA,P5017,PI,NE,P5017 PIEL NEGRO,T
OTIN13,MONO,P5008,PI,CA,P5008 PIEL CAFE,T
OTIN13,PIEDRA,P5012,PI,TU,P5012 PIEL TAUPE,T
OTIN13,REMEDIOS,10525,AN,NE,10525 ANTE NEGRO,T
OTIN13,REMEDIOS,10525,CH,NE,10525 CHAROL NEGRO,T
OTIN13,REMEDIOS,10525,CH,PA,10525 CHAROL PATHE,T
OTIN13,REMEDIOS,10525,CH,RO,10525 CHAROL ROJO,T
OTIN13,ROCKSTAR,P5010,PI,TU,P5010 PIEL TAUPE,T
OTIN14,BICKER,P5037,PI,CA,P5037 PIEL CAFE,T
OTIN14,BICKER,P5038,PI,NE,P5038 PIEL NEGRO,T
OTIN14,BIS USA,P5042,PI,CG,P5042 PIEL COGNAC,T
OTIN14,BIS USA,P5067,PI,CG,P5067 PIEL COGNAC,T
OTIN14,BIS USA,PB018,PI,CG,PB018 PIEL COGNAC,T
OTIN14,CHABELAUSA,P5018,PI,CG,P5018 PIEL COGNAC,T
OTIN14,CHABELAUSA,PB002,PI,TU,PB002 PIEL TAUPE,T
OTIN14,GELLY USA,P5043,PI,NE,P5043 PIEL NEGRO,T
OTIN14,GELLY USA,P5078,PI,CG,P5078 PIEL COGNAC,T
OTIN14,GELLY USA,P5079,PI,NE,P5079 PIEL NEGRO,T
OTIN14,GELLY USA,PB004,PI,CG,PB004 PIEL COGNAC,T
OTIN14,GELLY USA,PB012,PI,TU,PB012 PIEL TAUPE,T
OTIN14,JANGO,P5007,PI,CA,P5007 PIEL CAFE,T
OTIN14,STA,P5036,PI,TU,P5036 PIEL TAUPE,T
OTIN14,STA,P5056,PI,CA,P5056 PIEL CAFE,T
OTIN14,STA,PB003,PI,TU,PB003 PIEL TAUPE,T
OTIN14,STO,P5044,PI,NE,P5044 PIEL NEGRO,T
OTIN14,STO,P5045,PI,NE,P5045 PIEL NEGRO,T
OTIN14,STO,P5099,PI,NE,P5099 PIEL NEGRO,T
OTIN14,STO,P5100,PI,CA,P5100 PIEL CAFE,T
OTIN14,TIARA,90036,CH,NE,90036 CHAROL NEGRO,T
OTIN14,TIARA,90036,PI,NE,90036 PIEL NEGRO,T
OTIN14,TIARA,90036,PI,PA,90036 PIEL PATHE,T
OTIN14,TROPA USA,P5069,PI,CG,P5069 PIEL COGNAC,T
OTIN14,TROPA USA,P5070,PI,NE,P5070 PIEL NEGRO,T
OTIN14,TROPA USA,P5076,PI,CG,P5076 PIEL COGNAC,T
OTIN15,ABY 2,13681,CM,AL,13681 CAMALEON AZUL,T
OTIN15,ABY 2,13681,CM,VI,13681 CAMALEON VINO,T
OTIN15,ALPES,12647,CH,PL,12647 CHAROL PLATA,T
OTIN15,ALPES,12647,DU,BU,12647 DURAZNO BURGUNDY,T
OTIN15,ALPES,12647,DU,C7,12647 DURAZNO CARBON,T
OTIN15,ALPES,12647,DU,GM,12647 DURAZNO MAGENTA,T
OTIN15,ALPES,12647,DU,MO,12647 DURAZNO MORADO,T
OTIN15,ALPES,12647,DU,NA,12647 DURAZNO NARANJA,T
OTIN15,ALPES,12647,DU,NE,12647 DURAZNO NEGRO,T
OTIN15,ALPES,12647,DU,RO,12647 DURAZNO ROJO,T
OTIN15,ALPES,12647,KS,NE,12647 KANSAS NEGRO,T
OTIN15,ALPES,12647,NA,AM,12647 NAPA A MARINO,T
OTIN15,ALPES,12647,NA,M_,12647 NAPA MAQUILLAJE,T
OTIN15,ALPES,12647,P¥,BL,12647 SINT PERFORA BLANCO,T
OTIN15,ALPES,12647,SI,CM,12647 SINTETICO CAMELLO,T
OTIN15,ALPES,12647,TX,TI,12647 TEXTIL ANTIMONIO,T
OTIN15,ALPES,12647,VB,FI,12647 VIBORA FIUSHA,T
OTIN15,ALPES,12647,VB,OC,12647 VIBORA OCRE,T
OTIN15,ALPES,12647,VB,OF,12647 VIBORA OXFORD,T
OTIN15,ALPES,12647,VB,PL,12647 VIBORA PLATA,T
OTIN15,AND MIU,2461,SI,NE,2461  SINTETICO NEGRO,T
OTIN15,AND MIU,2461,SI,VI,2461  SINTETICO VINO,T
OTIN15,BIS USA,PB020,PJ,VI,PB020 PIEL JENNA VINO,T
OTIN15,CANDY,11077,VB,OC,11077 VIBORA OCRE,T
OTIN15,CANDY,11077,VB,OF,11077 VIBORA OXFORD,T
OTIN15,CANDY,11077,VB,PL,11077 VIBORA PLATA,T
OTIN15,FRESA,10673,EP,PL,10673 ESPEJO PLATA,T
OTIN15,FRESA,10673,SM,VI,10673 PI SAMUA VINO,T
OTIN15,GELLY USA,P5102,PJ,CA,P5102 PIEL JENNA CAFE,T
OTIN15,GELLYCUERO,PB019,PI,NE,PB019 PIEL NEGRO,T
OTIN15,GELLYCUERO,PB023,PI,CA,PB023 PIEL CAFE,T
OTIN15,JACK,35081,AT,NE,35081 ATANADO NEGRO,T
OTIN15,JACK,35082,AT,NE,35082 ATANADO NEGRO,T
OTIN15,LESILLA,1127,PI,MI,1127  PIEL MIEL,T
OTIN15,LESILLA,1127,PI,NE,1127  PIEL NEGRO,T
OTIN15,LIMA,20081,ML,BL,20081 MALLA BLANCO,T
OTIN15,LIMA,20081,ML,RN,20081 MALLA NEGRO/ROSA,T
OTIN15,LIMA,20081,ML,RS,20081 MALLA ROSA,T
OTIN15,LIMA,20081,TX,AL,20081 TEXTIL AZUL,T
OTIN15,LIMA,20081,TX,MC,20081 TEXTIL MULTICOLOR,T
OTIN15,LIMA,20081,TX,NS,20081 TEXTIL NEGRO/SALMON,T
OTIN15,MIU,40071,CM,NE,40071 CAMALEON NEGRO,T
OTIN15,MIU,40071,TR,OS,40071 TERNERA ORO ROSADO,T
OTIN15,MIU,40071,TR,PL,40071 TERNERA PLATA,T
OTIN15,MIU,40071,VP,NE,40071 PI VIBORA NEGRO,T
OTIN15,MIU,40072,CH,M_,40072 CHAROL MAQUILLAJE,T
OTIN15,MIU,40072,KS,NE,40072 KANSAS NEGRO,T
OTIN15,MIU,40072,RB,NE,40072 ROMBOS NEGRO,T
OTIN15,MIU,40074,CH,AM,40074 CHAROL A MARINO,T
OTIN15,MIU,40074,CH,M_,40074 CHAROL MAQUILLAJE,T
OTIN15,MIU,40074,CH,NE,40074 CHAROL NEGRO,T
OTIN15,MIU,40074,CH,ON,40074 CHAROL ORO/NEGRO,T
OTIN15,MIU,40074,CH,P_,40074 CHAROL PLATA/PATHE,T
OTIN15,MIU,40074,CH,RO,40074 CHAROL ROJO,T
OTIN15,MIU,40074,EP,OS,40074 ESPEJO ORO ROSADO,T
OTIN15,MIU,40074,EP,PL,40074 ESPEJO PLATA,T
OTIN15,MOSS,16051,DU,VI,16051 DURAZNO VINO,T
OTIN15,MOSS,16052,NA,BL,16052 NAPA BLANCO,T
OTIN15,MOSS,16052,NA,NE,16052 NAPA NEGRO,T
OTIN15,MOSS,16052,VB,NE,16052 VIBORA NEGRO,T
OTIN15,MOSS,16052,VB,PL,16052 VIBORA PLATA,T
OTIN15,MOSS,16052,VB,SG,16052 VIBORA SILVER GREY,T
OTIN15,MOSS,16055,VB,NE,16055 VIBORA NEGRO,T
OTIN15,NICKI,13277,VB,M_,13277 VIBORA MAQUILLAJE,T
OTIN15,NICKI,13277,VB,NE,13277 VIBORA NEGRO,T
OTIN15,RAQUEL,95156,SM,CA,95156 PI SAMUA CAFE,T
OTIN15,RAQUEL,95156,SM,NE,95156 PI SAMUA NEGRO,T
OTIN15,RECTA,4006,PI,NE,4006  PIEL NEGRO,T
OTIN15,RUSSELL,20001,CM,AL,20001 CAMALEON AZUL,T
OTIN15,RUSSELL,20001,CM,BU,20001 CAMALEON BURGUNDY,T
OTIN15,RUSSELL,20001,CM,NE,20001 CAMALEON NEGRO,T
OTIN15,RUSSELL,20001,TR,OS,20001 TERNERA ORO ROSADO,T
OTIN15,RUSSELL,20001,TR,PL,20001 TERNERA PLATA,T
OTIN15,RUSSELL,20003,CM,AL,20003 CAMALEON AZUL,T
OTIN15,RUSSELL,20003,CM,BU,20003 CAMALEON BURGUNDY,T
OTIN15,RUSSELL,20003,CM,NE,20003 CAMALEON NEGRO,T
OTIN15,RUSSELL,20003,TR,OS,20003 TERNERA ORO ROSADO,T
OTIN15,RUSSELL,20003,TR,PL,20003 TERNERA PLATA,T
OTIN15,SKIPER USA,P5111,PI,CA,P5111 PIEL CAFE,T
OTIN15,STU,P5104,NU,CC,P5104 NUBUCK CHOCOLATE,T
OTIN15,TOP,45025,CH,M_,45025 CHAROL MAQUILLAJE,T
OTIN15,TOP,45025,CH,NE,45025 CHAROL NEGRO,T
OTIN15,TOP,45025,CH,PL,45025 CHAROL PLATA,T
OTIN15,VAQUERA,P5101,PI,NE,P5101 PIEL NEGRO,T
OTIN16,ALESSANDRA,13585,FL,NE,13585 FLOTER NEGRO,T
OTIN16,ALESSANDRA,13585,NB,NE,13585 NABUCO NEGRO,T
OTIN16,ALESSANDRA,13585,SV,BL,13585 SINT VAQUETA BLANCO,T
OTIN16,ALPES,12647,AI,B9,12647 ANTELINA BUGAMBILIA,T
OTIN16,ALPES,12647,CH,ZM,12647 CHAROL AZUL MARINO,T
OTIN16,ALPES,12647,GA,TU,12647 GAMUZA TAUPE,T
OTIN16,ALPES,12647,NB,NE,12647 NABUCO NEGRO,T
OTIN16,ALPES,12647,NM,OS,12647 NAPA METALIC ORO ROSADO,T
OTIN16,ALPES,12647,OR,DF,12647 OROPEL DELFIN,T
OTIN16,ALPES,12647,SC,RO,12647 SINT CABRA ROJO,T
OTIN16,ALPES,12647,VB,OS,12647 VIBORA ORO ROSADO,T
OTIN16,ALPES,12647,VB,SG,12647 VIBORA SILVER GREY,T
OTIN16,ALPES,12647,VI,PM,12647 VIBORA SINT PLATA METALICO,T
OTIN16,ALPES,12647,VX,MK,12647 VIBORA REX MOKA,T
OTIN16,ALPES,12647,VX,NE,12647 VIBORA REX NEGRO,T
OTIN16,ALPES,12647,YY,TK,12647 MANTARAYA TEKA,T
OTIN16,AND ALBANY,8048,GA,NE,8048  GAMUZA NEGRO,T
OTIN16,AND ALBANY,8283,GA,C1,8283  GAMUZA CAFE CLARO,T
OTIN16,ANDLAUREN,8043,NU,C1,8043  NUBUCK CAFE CLARO,T
OTIN16,ANDLAUREN,8043,NU,NE,8043  NUBUCK NEGRO,T
OTIN16,ANDLAUREN,8274,PI,MI,8274  PIEL MIEL,T
OTIN16,ANDLAUREN,8274,PI,NE,8274  PIEL NEGRO,T
OTIN16,ANDRUSSELL,10301,SI,PL,10301 SINTETICO PLATA,T
OTIN16,ANDSAAVIOR,8055,GA,CA,8055  GAMUZA CAFE,T
OTIN16,ANDSABRINA,8062,CA,BE,8062  CABRA BEIGE,T
OTIN16,ANDSABRINA,8062,CA,NE,8062  CABRA NEGRO,T
OTIN16,ANDSABRINA,8075,TX,NE,8075  TEXTIL NEGRO,T
OTIN16,ANDSABRINA,8075,TX,YL,8075  TEXTIL YELLOW,T
OTIN16,BARBIE,75015,CH,ZG,75015 CHAROL AZUL GRIS,T
OTIN16,CANDY,11077,CQ,OS,11077 CRAQ ORO ROSADO,T
OTIN16,CANDY,11077,CQ,PL,11077 CRAQ PLATA,T
OTIN16,CANDY,11077,VX,MK,11077 VIBORA REX MOKA,T
OTIN16,CANDY,11077,VX,NE,11077 VIBORA REX NEGRO,T
OTIN16,CANDY,11087,NB,NE,11087 NABUCO NEGRO,T
OTIN16,CANDY,11123,VB,OS,11123 VIBORA ORO ROSADO,T
OTIN16,CANDY,11123,VB,PL,11123 VIBORA PLATA,T
OTIN16,CANDY,11126,GL,NE,11126 GLITTER NEGRO,T
OTIN16,CANDY,11127,NM,OS,11127 NAPA METALIC ORO ROSADO,T
OTIN16,CANDY,11128,SC,NE,11128 SINT CABRA NEGRO,T
OTIN16,CANDY,11128,SC,N_,11128 SINT CABRA NUDE,T
OTIN16,CANDY,11128,SC,RO,11128 SINT CABRA ROJO,T
OTIN16,CANDY,11129,EP,OR,11129 ESPEJO ORO,T
OTIN16,CANDY,11129,EP,OS,11129 ESPEJO ORO ROSADO,T
OTIN16,CANDY,11129,EP,PL,11129 ESPEJO PLATA,T
OTIN16,CANDY,11131,DU,AM,11131 DURAZNO A MARINO,T
OTIN16,CANDY,11131,DU,VI,11131 DURAZNO VINO,T
OTIN16,CANDY,11131,NB,NE,11131 NABUCO NEGRO,T
OTIN16,CRIME USA,P5128,GA,VE,P5128 GAMUZA VERDE,T
OTIN16,CRIME USA,P5129,GA,GR,P5129 GAMUZA GRIS,T
OTIN16,DOLCE,60251,CH,RO,60251 CHAROL ROJO,T
OTIN16,DOLCE,60251,CH,VI,60251 CHAROL VINO,T
OTIN16,DOLCE,60251,CH,ZM,60251 CHAROL AZUL MARINO,T
OTIN16,DOLCE,60251,VX,MK,60251 VIBORA REX MOKA,T
OTIN16,DOLCE,60251,VX,NE,60251 VIBORA REX NEGRO,T
OTIN16,EMILY,10430,LZ,AL,10430 LIZARD AZUL,T
OTIN16,EMILY,10430,LZ,CA,10430 LIZARD CAFE,T
OTIN16,EMILY,10430,LZ,NE,10430 LIZARD NEGRO,T
OTIN16,EMILY,10430,LZ,RO,10430 LIZARD ROJO,T
OTIN16,EMILY,10430,PI,AL,10430 PIEL AZUL,T
OTIN16,EMILY,10430,PI,RO,10430 PIEL ROJO,T
OTIN16,EMILY,10430,PI,TN,10430 PIEL TAN,T
OTIN16,EMILY,10430,PM,OR,10430 PIEL METALIC ORO,T
OTIN16,EMILY,10430,PM,OS,10430 PIEL METALIC ORO ROSADO,T
OTIN16,EMILY,10430,PM,PL,10430 PIEL METALIC PLATA,T
OTIN16,FRESA,10673,CH,VI,10673 CHAROL VINO,T
OTIN16,FRESA,10673,CH,ZM,10673 CHAROL AZUL MARINO,T
OTIN16,FRESA,10673,DU,AK,10673 DURAZNO AZUL METALICO,T
OTIN16,FRESA,10673,EP,OR,10673 ESPEJO ORO,T
OTIN16,FRESA,10673,LZ,OR,10673 LIZARD ORO,T
OTIN16,FRESA,10673,LZ,OS,10673 LIZARD ORO ROSADO,T
OTIN16,FRESA,10673,LZ,PL,10673 LIZARD PLATA,T
OTIN16,FRESA,10673,NB,NE,10673 NABUCO NEGRO,T
OTIN16,FRESA,10685,TX,LB,10685 TEXTIL LEOPARDO BEIGE,T
OTIN16,FRESA,10693,GL,N5,10693 GLITTER NEGRO/PLATA,T
OTIN16,FRESA,10693,GL,NE,10693 GLITTER NEGRO,T
OTIN16,FRESA,10693,GL,NV,10693 GLITTER NEGRO/VINO,T
OTIN16,FRESA,10693,GL,OS,10693 GLITTER ORO ROSADO,T
OTIN16,FRESA,10693,GL,PL,10693 GLITTER PLATA,T
OTIN16,FRESA,10696,AN,NE,10696 ANTE NEGRO,T
OTIN16,FRESA,10696,AN,N_,10696 ANTE NUDE,T
OTIN16,FRESA,10696,AN,TU,10696 ANTE TAUPE,T
OTIN16,FRESA,10697,GX,SG,10697 GALAXY SILVER GREY,T
OTIN16,FRESA,10697,NB,NE,10697 NABUCO NEGRO,T
OTIN16,FRESA,10697,SC,N_,10697 SINT CABRA NUDE,T
OTIN16,FRESA,10697,SC,RO,10697 SINT CABRA ROJO,T
OTIN16,FRESA,10698,NU,CC,10698 NUBUCK CHOCOLATE,T
OTIN16,IRIS,30091,RP,NE,30091 REPTIL NEGRO,T
OTIN16,IRIS,30091,TX,VI,30091 TEXTIL VINO,T
OTIN16,IRIS,30092,CH,NE,30092 CHAROL NEGRO,T
OTIN16,IRIS,30092,CH,NH,30092 CHAROL NEGRO/ORO,T
OTIN16,IRIS,30092,ST,VI,30092 SINT TOGA VINO,T
OTIN16,KERR,17011,IN,OS,17011 INTERESTELAR ORO ROSADO,T
OTIN16,KERR,17011,IN,PL,17011 INTERESTELAR PLATA,T
OTIN16,KERR,17011,P1,AL,17011 PERFORADO AZUL,T
OTIN16,KERR,17011,P1,BL,17011 PERFORADO BLANCO,T
OTIN16,KERR,17011,P1,NE,17011 PERFORADO NEGRO,T
OTIN16,KERR,17011,VB,BN,17011 VIBORA BLANCO NEGRO,T
OTIN16,KERR,17011,VB,NB,17011 VIBORA NE/BLANCO,T
OTIN16,KERR,17012,SC,N_,17012 SINT CABRA NUDE,T
OTIN16,KERR,17012,SH,PL,17012 TOGA SHAIN PLATA,T
OTIN16,KERR,17012,VX,NE,17012 VIBORA REX NEGRO,T
OTIN16,LESILLA,14076,FR,MO,14076 FLORES MORADO,T
OTIN16,LESILLA,14863,TX,CV,14863 TEXTIL CALAVERAS,T
OTIN16,LESILLA120,8044,TX,NE,8044  TEXTIL NEGRO,T
OTIN16,LESILLA120,8044,TX,RO,8044  TEXTIL ROJO,T
OTIN16,LESILLA120,8044,TX,YL,8044  TEXTIL YELLOW,T
OTIN16,LESILLA120,8053,SI,CA,8053  SINTETICO CAFE,T
OTIN16,LESILLA120,8053,SI,NE,8053  SINTETICO NEGRO,T
OTIN16,LESILLA120,8214,ME,AL,8214  MEZCLILLA AZUL,T
OTIN16,LESILLA120,8214,TX,MO,8214  TEXTIL MORADO,T
OTIN16,LESILLA120,8214,TX,NE,8214  TEXTIL NEGRO,T
OTIN16,LILIA,90075,GL,NE,90075 GLITTER NEGRO,T
OTIN16,LILIA,90075,GL,OO,90075 GLITTER PLOMO,T
OTIN16,LILIA,90075,GL,OS,90075 GLITTER ORO ROSADO,T
OTIN16,LILIA,90075,GL,PL,90075 GLITTER PLATA,T
OTIN16,MIU,40071,RP,NE,40071 REPTIL NEGRO,T
OTIN16,MIU,40071,VB,GR,40071 VIBORA GRIS,T
OTIN16,MIU,40071,VB,M1,40071 VIBORA MAQUILLAJE/ORO,T
OTIN16,MIU,40074,CH,HP,40074 CHAROL PATHE/PATHE,T
OTIN16,MIU,40074,EP,OR,40074 ESPEJO ORO,T
OTIN16,MIU,40074,NA,VI,40074 NAPA VINO,T
OTIN16,MIU,40074,NB,NE,40074 NABUCO NEGRO,T
OTIN16,MIU,40074,VB,GR,40074 VIBORA GRIS,T
OTIN16,MIU,40074,VB,M1,40074 VIBORA MAQUILLAJE/ORO,T
OTIN16,MIU,40074,VB,NV,40074 VIBORA NEGRO/VINO,T
OTIN16,MOSS,16051,AO,NE,16051 ANACONDA NEGRO,T
OTIN16,MOSS,16051,VB,OM,16051 VIBORA CAMEL/ORO,T
OTIN16,MOSS,16051,VB,UP,16051 VIBORA TOUPE/PLATA,T
OTIN16,MOSS,16052,VB,OS,16052 VIBORA ORO ROSADO,T
OTIN16,MOSS,16053,SK,BL,16053 SNAKE BLANCO,T
OTIN16,MOSS,16053,SK,NE,16053 SNAKE NEGRO,T
OTIN16,MOSS,16053,VB,TU,16053 VIBORA TAUPE,T
OTIN16,ODETTA,90115,SM,CA,90115 PI SAMUA CAFE,T
OTIN16,ODETTA,90115,SM,NE,90115 PI SAMUA NEGRO,T
OTIN16,ODETTA,90116,SM,CA,90116 PI SAMUA CAFE,T
OTIN16,ODETTA,90116,SM,NE,90116 PI SAMUA NEGRO,T
OTIN16,ODETTA,90116,SM,VI,90116 PI SAMUA VINO,T
OTIN16,ODETTA,90117,CB,NE,90117 COBRA NEGRO,T
OTIN16,OLIVIA,95031,SM,NE,95031 PI SAMUA NEGRO,T
OTIN16,OLIVIA,95031,SM,VI,95031 PI SAMUA VINO,T
OTIN16,OLIVIA,95032,AN,CG,95032 ANTE COGNAC,T
OTIN16,OLIVIA,95032,AN,NE,95032 ANTE NEGRO,T
OTIN16,OLIVIA,95032,AN,TU,95032 ANTE TAUPE,T
OTIN16,OLIVIA,95033,NU,CA,95033 NUBUCK CAFE,T
OTIN16,OLIVIA,95033,NU,NE,95033 NUBUCK NEGRO,T
OTIN16,OLIVIA 2,95041,CH,NE,95041 CHAROL NEGRO,T
OTIN16,OLIVIA 2,95041,CH,PA,95041 CHAROL PATHE,T
OTIN16,OLIVIA 2,95041,CH,VI,95041 CHAROL VINO,T
OTIN16,PECAS,80266,SM,NE,80266 PI SAMUA NEGRO,T
OTIN16,PECAS,80268,GA,NE,80268 GAMUZA NEGRO,T
OTIN16,RAQUEL,95157,DU,NE,95157 DURAZNO NEGRO,T
OTIN16,RAQUEL,95157,DU,TU,95157 DURAZNO TAUPE,T
OTIN16,RECTA,4006,SM,NN,4006  PI SAMUA NEGRO/NEGRO,T
OTIN16,RECTA,8041,PI,CA,8041  PIEL CAFE,T
OTIN16,RECTA,8041,PI,NE,8041  PIEL NEGRO,T
OTIN16,REMEDIOS,10529,AN,CG,10529 ANTE COGNAC,T
OTIN16,REMEDIOS,10529,AN,TU,10529 ANTE TAUPE,T
OTIN16,RUSSELL,20004,CM,NE,20004 CAMALEON NEGRO,T
OTIN16,RUSSELL,20004,TR,OR,20004 TERNERA ORO,T
OTIN16,RUSSELL,20004,TR,OS,20004 TERNERA ORO ROSADO,T
OTIN16,RUSSELL,20004,TR,PL,20004 TERNERA PLATA,T
OTIN16,SARA,11061,CH,NE,11061 CHAROL NEGRO,T
OTIN16,SARA,11061,CH,PA,11061 CHAROL PATHE,T
OTIN16,SARA,11061,SK,OO,11061 SNAKE PLOMO,T
OTIN16,SPICE,13626,SA,NE,13626 SATIN NEGRO,T
OTIN16,SPICE,13626,SA,PL,13626 SATIN PLATA,T
OTIN16,SPICE,13627,GL,OO,13627 GLITTER PLOMO,T
OTIN16,SPICE,13627,GL,OS,13627 GLITTER ORO ROSADO,T
OTIN16,TAYLOR,65032,CM,NE,65032 CAMALEON NEGRO,T
OTIN16,TAYLOR,65032,CM,VI,65032 CAMALEON VINO,T
OTIN16,TAYLOR,65033,CH,NE,65033 CHAROL NEGRO,T
OTIN16,TAYLOR,65033,CH,PA,65033 CHAROL PATHE,T
OTIN16,TAYLOR,65033,NM,OR,65033 NAPA METALIC ORO,T
OTIN16,TAYLOR,65033,NM,OS,65033 NAPA METALIC ORO ROSADO,T
OTIN16,TAYLOR,65033,NM,PL,65033 NAPA METALIC PLATA,T
OTIN16,VAQUERA,P5124,GA,NE,P5124 GAMUZA NEGRO,T
OTIN16,VAQUERA,P5125,GA,OL,P5125 GAMUZA OLIVO,T
OTIN16,VAQUERA,P5126,GA,VI,P5126 GAMUZA VINO,T
OTIN16,VAQUERA,P5127,GA,AL,P5127 GAMUZA AZUL,T
OTIN16,ZOE,13901,DU,AL,13901 DURAZNO AZUL,T
OTIN16,ZOE,13901,DU,N_,13901 DURAZNO NUDE,T
OTIN16,ZOE,13901,DU,VI,13901 DURAZNO VINO,T
OTIN16,ZOE,13904,CH,NE,13904 CHAROL NEGRO,T
OTIN16,ZOE,13904,SI,BU,13904 SINTETICO BURGUNDY,T
OTIN16,ZOMBIE,8057,PI,MI,8057  PIEL MIEL,T
OTIN16,ZOMBIE,8057,PI,NE,8057  PIEL NEGRO,T
OTIN16,ZOMBIE,8060,PI,NE,8060  PIEL NEGRO,T
OTIN17,NICKI,13275,TC,AL,13275 TERCIOPELO AZUL,T
OTIN17,NICKI,13275,TC,VI,13275 TERCIOPELO VINO,T
OTIN17,OLIVIA 2,95042,TC,AL,95042 TERCIOPELO AZUL,T
OTIN17,OLIVIA 2,95042,TC,GR,95042 TERCIOPELO GRIS,T
OTIN17,RAQUEL,95157,TC,NE,95157 TERCIOPELO NEGRO,T
PRVE,CANDY,11123,SV,BL,11123 SINT VAQUETA BLANCO,T
PRVE11,ALPES,12647,AM,NE,12647 AMAZONAS NEGRO,T
PRVE11,ALPES,12647,AM,PA,12647 AMAZONAS PATHE,T
PRVE11,ALPES,12647,AN,NE,12647 ANTE NEGRO,T
PRVE11,ALPES,12647,CH,AY,12647 CHAROL AZUL ROYAL,T
PRVE11,ALPES,12647,CH,ES,12647 CHAROL ESCARLATE,T
PRVE11,ALPES,12647,CH,NE,12647 CHAROL NEGRO,T
PRVE11,ALPES,12647,CH,N_,12647 CHAROL NUDE,T
PRVE11,ALPES,12647,CH,PA,12647 CHAROL PATHE,T
PRVE11,ALPES,12647,CH,PO,12647 CHAROL PORCELANA,T
PRVE11,ALPES,12647,GL,CH,12647 GLITTER CHAMPACNE,T
PRVE11,ALPES,12647,GL,NE,12647 GLITTER NEGRO,T
PRVE11,ALPES,12647,GL,PL,12647 GLITTER PLATA,T
PRVE11,ALPES,12647,SI,AL,12647 SINTETICO AZUL,T
PRVE11,ALPES,12647,SI,NE,12647 SINTETICO NEGRO,T
PRVE11,ALPES,12647,SI,TU,12647 SINTETICO TAUPE,T
PRVE11,ALPES,12647,TF,NE,12647 TEXTIL FLORE NEGRO,T
PRVE11,ALPES,12647,TX,AM,12647 TEXTIL A MARINO,T
PRVE11,ALPES,12647,TX,CH,12647 TEXTIL CHAMPACNE,T
PRVE11,ALPES,12647,TX,CM,12647 TEXTIL CAMELLO,T
PRVE11,ALPES,12647,TX,PI,12647 TEXTIL PIUTER,T
PRVE11,ALPES,12647,TX,RS,12647 TEXTIL ROSA,T
PRVE11,ALPES,12647,TX,TU,12647 TEXTIL TAUPE,T
PRVE11,ALPES,12647,TX,VI,12647 TEXTIL VINO,T
PRVE11,ALPES,12647,VB,BL,12647 VIBORA BLANCO,T
PRVE11,ALPES,12647,VB,M_,12647 VIBORA MAQUILLAJE,T
PRVE11,ALPES,12647,VB,NE,12647 VIBORA NEGRO,T
PRVE12,BARBIE,75015,CH,AY,75015 CHAROL AZUL ROYAL,T
PRVE12,BARBIE,75015,CH,BL,75015 CHAROL BLANCO,T
PRVE12,BARBIE,75015,CH,NE,75015 CHAROL NEGRO,T
PRVE12,BARBIE,75015,CH,N_,75015 CHAROL NUDE,T
PRVE12,BARBIE,75015,CH,PA,75015 CHAROL PATHE,T
PRVE12,BARBIE,75015,CH,PO,75015 CHAROL PORCELANA,T
PRVE12,BARBIE,75015,CH,RO,75015 CHAROL ROJO,T
PRVE12,BARBIE,75015,PI,AM,75015 PIEL A MARINO,T
PRVE12,BARBIE,75015,SI,AM,75015 SINTETICO A MARINO,T
PRVE12,BARBIE,75015,SI,CH,75015 SINTETICO CHAMPACNE,T
PRVE12,BARBIE,75015,SI,NE,75015 SINTETICO NEGRO,T
PRVE12,BARBIE,75015,SI,N_,75015 SINTETICO NUDE,T
PRVE12,BARBIE,75015,SI,PI,75015 SINTETICO PIUTER,T
PRVE12,BARBIE,75015,VB,BL,75015 VIBORA BLANCO,T
PRVE12,BARBIE,75015,VB,M_,75015 VIBORA MAQUILLAJE,T
PRVE12,BARBIE,75015,VB,NE,75015 VIBORA NEGRO,T
PRVE13,CANDY,11077,CH,NE,11077 CHAROL NEGRO,T
PRVE13,CANDY,11077,CH,PA,11077 CHAROL PATHE,T
PRVE13,CANDY,11077,TR,RD,11077 TERNERA ROSADO,T
PRVE13,CANDY,11077,TX,PL,11077 TEXTIL PLATA,T
PRVE13,CANDY,11077,VB,BL,11077 VIBORA BLANCO,T
PRVE13,CANDY,11077,VB,M_,11077 VIBORA MAQUILLAJE,T
PRVE13,CANDY,11077,VB,NE,11077 VIBORA NEGRO,T
PRVE13,GRAVA USA,P5006,PI,TU,P5006 PIEL TAUPE,T
PRVE13,LESILLA,14076,TX,NE,14076 TEXTIL NEGRO,T
PRVE14,BARBIE,75016,SA,DU,75016 SATIN DURAZNO,T
PRVE14,BARBIE,75016,SA,NE,75016 SATIN NEGRO,T
PRVE14,BARBIE,75016,SA,PL,75016 SATIN PLATA,T
PRVE14,BARBIE,75017,GL,CH,75017 GLITTER CHAMPACNE,T
